Output from Varactor Board,,,
"27-Jul-2021, 12:46:37",,,
1.008,0.84576,0.53357,0.45127
1.0081,0.84582,0.53347,0.45122
1.0082,0.84588,0.53337,0.45117
1.0083,0.84594,0.53328,0.45112
1.0084,0.846,0.53318,0.45107
1.0086,0.84606,0.53308,0.45102
1.0087,0.84613,0.53298,0.45097
1.0088,0.84619,0.53288,0.45092
1.0089,0.84625,0.53279,0.45087
1.009,0.84631,0.53269,0.45082
1.0091,0.84637,0.53259,0.45077
1.0093,0.84643,0.53249,0.45072
1.0094,0.8465,0.5324,0.45067
1.0095,0.84656,0.5323,0.45062
1.0096,0.84662,0.5322,0.45057
1.0097,0.84668,0.5321,0.45052
1.0098,0.84674,0.532,0.45047
1.0099,0.8468,0.53191,0.45042
1.0101,0.84687,0.53181,0.45037
1.0102,0.84693,0.53171,0.45032
1.0103,0.84699,0.53161,0.45027
1.0104,0.84705,0.53151,0.45022
1.0105,0.84711,0.53142,0.45017
1.0106,0.84717,0.53132,0.45012
1.0108,0.84723,0.53122,0.45007
1.0109,0.8473,0.53112,0.45002
1.011,0.84736,0.53102,0.44997
1.0111,0.84742,0.53093,0.44992
1.0112,0.84748,0.53083,0.44987
1.0113,0.84754,0.53073,0.44982
1.0115,0.8476,0.53063,0.44976
1.0116,0.84766,0.53053,0.44971
1.0117,0.84773,0.53044,0.44966
1.0118,0.84779,0.53034,0.44961
1.0119,0.84785,0.53024,0.44956
1.012,0.84791,0.53014,0.44951
1.0121,0.84797,0.53004,0.44946
1.0123,0.84803,0.52995,0.44941
1.0124,0.84809,0.52985,0.44936
1.0125,0.84815,0.52975,0.44931
1.0126,0.84822,0.52965,0.44926
1.0127,0.84828,0.52955,0.44921
1.0128,0.84834,0.52945,0.44916
1.013,0.8484,0.52936,0.44911
1.0131,0.84846,0.52926,0.44905
1.0132,0.84852,0.52916,0.449
1.0133,0.84858,0.52906,0.44895
1.0134,0.84864,0.52896,0.4489
1.0135,0.84871,0.52887,0.44885
1.0136,0.84877,0.52877,0.4488
1.0138,0.84883,0.52867,0.44875
1.0139,0.84889,0.52857,0.4487
1.014,0.84895,0.52847,0.44865
1.0141,0.84901,0.52837,0.4486
1.0142,0.84907,0.52828,0.44855
1.0143,0.84913,0.52818,0.44849
1.0145,0.84919,0.52808,0.44844
1.0146,0.84926,0.52798,0.44839
1.0147,0.84932,0.52788,0.44834
1.0148,0.84938,0.52779,0.44829
1.0149,0.84944,0.52769,0.44824
1.015,0.8495,0.52759,0.44819
1.0152,0.84956,0.52749,0.44814
1.0153,0.84962,0.52739,0.44808
1.0154,0.84968,0.52729,0.44803
1.0155,0.84974,0.5272,0.44798
1.0156,0.8498,0.5271,0.44793
1.0157,0.84987,0.527,0.44788
1.0158,0.84993,0.5269,0.44783
1.016,0.84999,0.5268,0.44778
1.0161,0.85005,0.5267,0.44772
1.0162,0.85011,0.52661,0.44767
1.0163,0.85017,0.52651,0.44762
1.0164,0.85023,0.52641,0.44757
1.0165,0.85029,0.52631,0.44752
1.0167,0.85035,0.52621,0.44747
1.0168,0.85041,0.52611,0.44741
1.0169,0.85047,0.52602,0.44736
1.017,0.85054,0.52592,0.44731
1.0171,0.8506,0.52582,0.44726
1.0172,0.85066,0.52572,0.44721
1.0173,0.85072,0.52562,0.44716
1.0175,0.85078,0.52552,0.4471
1.0176,0.85084,0.52543,0.44705
1.0177,0.8509,0.52533,0.447
1.0178,0.85096,0.52523,0.44695
1.0179,0.85102,0.52513,0.4469
1.018,0.85108,0.52503,0.44685
1.0182,0.85114,0.52493,0.44679
1.0183,0.8512,0.52484,0.44674
1.0184,0.85126,0.52474,0.44669
1.0185,0.85133,0.52464,0.44664
1.0186,0.85139,0.52454,0.44659
1.0187,0.85145,0.52444,0.44653
1.0189,0.85151,0.52434,0.44648
1.019,0.85157,0.52424,0.44643
1.0191,0.85163,0.52415,0.44638
1.0192,0.85169,0.52405,0.44633
1.0193,0.85175,0.52395,0.44627
1.0194,0.85181,0.52385,0.44622
1.0195,0.85187,0.52375,0.44617
1.0197,0.85193,0.52365,0.44612
1.0198,0.85199,0.52355,0.44606
1.0199,0.85205,0.52346,0.44601
1.02,0.85211,0.52336,0.44596
1.0201,0.85217,0.52326,0.44591
1.0202,0.85223,0.52316,0.44586
1.0204,0.85229,0.52306,0.4458
1.0205,0.85236,0.52296,0.44575
1.0206,0.85242,0.52286,0.4457
1.0207,0.85248,0.52277,0.44565
1.0208,0.85254,0.52267,0.44559
1.0209,0.8526,0.52257,0.44554
1.0211,0.85266,0.52247,0.44549
1.0212,0.85272,0.52237,0.44544
1.0213,0.85278,0.52227,0.44538
1.0214,0.85284,0.52217,0.44533
1.0215,0.8529,0.52208,0.44528
1.0216,0.85296,0.52198,0.44523
1.0217,0.85302,0.52188,0.44517
1.0219,0.85308,0.52178,0.44512
1.022,0.85314,0.52168,0.44507
1.0221,0.8532,0.52158,0.44501
1.0222,0.85326,0.52148,0.44496
1.0223,0.85332,0.52138,0.44491
1.0224,0.85338,0.52129,0.44486
1.0226,0.85344,0.52119,0.4448
1.0227,0.8535,0.52109,0.44475
1.0228,0.85356,0.52099,0.4447
1.0229,0.85362,0.52089,0.44464
1.023,0.85368,0.52079,0.44459
1.0231,0.85374,0.52069,0.44454
1.0232,0.8538,0.5206,0.44449
1.0234,0.85386,0.5205,0.44443
1.0235,0.85392,0.5204,0.44438
1.0236,0.85398,0.5203,0.44433
1.0237,0.85404,0.5202,0.44427
1.0238,0.8541,0.5201,0.44422
1.0239,0.85416,0.52,0.44417
1.0241,0.85422,0.5199,0.44411
1.0242,0.85429,0.5198,0.44406
1.0243,0.85435,0.51971,0.44401
1.0244,0.85441,0.51961,0.44396
1.0245,0.85447,0.51951,0.4439
1.0246,0.85453,0.51941,0.44385
1.0248,0.85459,0.51931,0.4438
1.0249,0.85465,0.51921,0.44374
1.025,0.85471,0.51911,0.44369
1.0251,0.85477,0.51901,0.44364
1.0252,0.85483,0.51892,0.44358
1.0253,0.85489,0.51882,0.44353
1.0254,0.85495,0.51872,0.44348
1.0256,0.85501,0.51862,0.44342
1.0257,0.85507,0.51852,0.44337
1.0258,0.85513,0.51842,0.44331
1.0259,0.85519,0.51832,0.44326
1.026,0.85525,0.51822,0.44321
1.0261,0.85531,0.51812,0.44315
1.0263,0.85537,0.51803,0.4431
1.0264,0.85543,0.51793,0.44305
1.0265,0.85549,0.51783,0.44299
1.0266,0.85555,0.51773,0.44294
1.0267,0.85561,0.51763,0.44289
1.0268,0.85566,0.51753,0.44283
1.0269,0.85572,0.51743,0.44278
1.0271,0.85578,0.51733,0.44273
1.0272,0.85584,0.51723,0.44267
1.0273,0.8559,0.51713,0.44262
1.0274,0.85596,0.51704,0.44256
1.0275,0.85602,0.51694,0.44251
1.0276,0.85608,0.51684,0.44246
1.0278,0.85614,0.51674,0.4424
1.0279,0.8562,0.51664,0.44235
1.028,0.85626,0.51654,0.44229
1.0281,0.85632,0.51644,0.44224
1.0282,0.85638,0.51634,0.44219
1.0283,0.85644,0.51624,0.44213
1.0285,0.8565,0.51614,0.44208
1.0286,0.85656,0.51604,0.44202
1.0287,0.85662,0.51595,0.44197
1.0288,0.85668,0.51585,0.44192
1.0289,0.85674,0.51575,0.44186
1.029,0.8568,0.51565,0.44181
1.0291,0.85686,0.51555,0.44175
1.0293,0.85692,0.51545,0.4417
1.0294,0.85698,0.51535,0.44165
1.0295,0.85704,0.51525,0.44159
1.0296,0.8571,0.51515,0.44154
1.0297,0.85716,0.51505,0.44148
1.0298,0.85722,0.51495,0.44143
1.03,0.85728,0.51486,0.44137
1.0301,0.85734,0.51476,0.44132
1.0302,0.8574,0.51466,0.44127
1.0303,0.85746,0.51456,0.44121
1.0304,0.85752,0.51446,0.44116
1.0305,0.85757,0.51436,0.4411
1.0307,0.85763,0.51426,0.44105
1.0308,0.85769,0.51416,0.44099
1.0309,0.85775,0.51406,0.44094
1.031,0.85781,0.51396,0.44088
1.0311,0.85787,0.51386,0.44083
1.0312,0.85793,0.51376,0.44077
1.0313,0.85799,0.51367,0.44072
1.0315,0.85805,0.51357,0.44067
1.0316,0.85811,0.51347,0.44061
1.0317,0.85817,0.51337,0.44056
1.0318,0.85823,0.51327,0.4405
1.0319,0.85829,0.51317,0.44045
1.032,0.85835,0.51307,0.44039
1.0322,0.85841,0.51297,0.44034
1.0323,0.85847,0.51287,0.44028
1.0324,0.85852,0.51277,0.44023
1.0325,0.85858,0.51267,0.44017
1.0326,0.85864,0.51257,0.44012
1.0327,0.8587,0.51247,0.44006
1.0328,0.85876,0.51237,0.44001
1.033,0.85882,0.51228,0.43995
1.0331,0.85888,0.51218,0.4399
1.0332,0.85894,0.51208,0.43984
1.0333,0.859,0.51198,0.43979
1.0334,0.85906,0.51188,0.43973
1.0335,0.85912,0.51178,0.43968
1.0337,0.85918,0.51168,0.43962
1.0338,0.85924,0.51158,0.43957
1.0339,0.8593,0.51148,0.43951
1.034,0.85935,0.51138,0.43946
1.0341,0.85941,0.51128,0.4394
1.0342,0.85947,0.51118,0.43935
1.0344,0.85953,0.51108,0.43929
1.0345,0.85959,0.51098,0.43924
1.0346,0.85965,0.51088,0.43918
1.0347,0.85971,0.51078,0.43913
1.0348,0.85977,0.51068,0.43907
1.0349,0.85983,0.51059,0.43902
1.035,0.85989,0.51049,0.43896
1.0352,0.85995,0.51039,0.4389
1.0353,0.86,0.51029,0.43885
1.0354,0.86006,0.51019,0.43879
1.0355,0.86012,0.51009,0.43874
1.0356,0.86018,0.50999,0.43868
1.0357,0.86024,0.50989,0.43863
1.0359,0.8603,0.50979,0.43857
1.036,0.86036,0.50969,0.43852
1.0361,0.86042,0.50959,0.43846
1.0362,0.86048,0.50949,0.4384
1.0363,0.86053,0.50939,0.43835
1.0364,0.86059,0.50929,0.43829
1.0366,0.86065,0.50919,0.43824
1.0367,0.86071,0.50909,0.43818
1.0368,0.86077,0.50899,0.43813
1.0369,0.86083,0.50889,0.43807
1.037,0.86089,0.50879,0.43801
1.0371,0.86095,0.50869,0.43796
1.0372,0.86101,0.5086,0.4379
1.0374,0.86106,0.5085,0.43785
1.0375,0.86112,0.5084,0.43779
1.0376,0.86118,0.5083,0.43774
1.0377,0.86124,0.5082,0.43768
1.0378,0.8613,0.5081,0.43762
1.0379,0.86136,0.508,0.43757
1.0381,0.86142,0.5079,0.43751
1.0382,0.86148,0.5078,0.43746
1.0383,0.86153,0.5077,0.4374
1.0384,0.86159,0.5076,0.43734
1.0385,0.86165,0.5075,0.43729
1.0386,0.86171,0.5074,0.43723
1.0387,0.86177,0.5073,0.43718
1.0389,0.86183,0.5072,0.43712
1.039,0.86189,0.5071,0.43706
1.0391,0.86195,0.507,0.43701
1.0392,0.862,0.5069,0.43695
1.0393,0.86206,0.5068,0.43689
1.0394,0.86212,0.5067,0.43684
1.0396,0.86218,0.5066,0.43678
1.0397,0.86224,0.5065,0.43673
1.0398,0.8623,0.5064,0.43667
1.0399,0.86236,0.5063,0.43661
1.04,0.86241,0.5062,0.43656
1.0401,0.86247,0.5061,0.4365
1.0403,0.86253,0.506,0.43644
1.0404,0.86259,0.5059,0.43639
1.0405,0.86265,0.5058,0.43633
1.0406,0.86271,0.5057,0.43627
1.0407,0.86277,0.5056,0.43622
1.0408,0.86282,0.5055,0.43616
1.0409,0.86288,0.5054,0.4361
1.0411,0.86294,0.5053,0.43605
1.0412,0.863,0.50521,0.43599
1.0413,0.86306,0.50511,0.43594
1.0414,0.86312,0.50501,0.43588
1.0415,0.86317,0.50491,0.43582
1.0416,0.86323,0.50481,0.43576
1.0418,0.86329,0.50471,0.43571
1.0419,0.86335,0.50461,0.43565
1.042,0.86341,0.50451,0.43559
1.0421,0.86347,0.50441,0.43554
1.0422,0.86352,0.50431,0.43548
1.0423,0.86358,0.50421,0.43542
1.0424,0.86364,0.50411,0.43537
1.0426,0.8637,0.50401,0.43531
1.0427,0.86376,0.50391,0.43525
1.0428,0.86382,0.50381,0.4352
1.0429,0.86387,0.50371,0.43514
1.043,0.86393,0.50361,0.43508
1.0431,0.86399,0.50351,0.43503
1.0433,0.86405,0.50341,0.43497
1.0434,0.86411,0.50331,0.43491
1.0435,0.86417,0.50321,0.43485
1.0436,0.86422,0.50311,0.4348
1.0437,0.86428,0.50301,0.43474
1.0438,0.86434,0.50291,0.43468
1.044,0.8644,0.50281,0.43463
1.0441,0.86446,0.50271,0.43457
1.0442,0.86451,0.50261,0.43451
1.0443,0.86457,0.50251,0.43445
1.0444,0.86463,0.50241,0.4344
1.0445,0.86469,0.50231,0.43434
1.0446,0.86475,0.50221,0.43428
1.0448,0.86481,0.50211,0.43423
1.0449,0.86486,0.50201,0.43417
1.045,0.86492,0.50191,0.43411
1.0451,0.86498,0.50181,0.43405
1.0452,0.86504,0.50171,0.434
1.0453,0.8651,0.50161,0.43394
1.0455,0.86515,0.50151,0.43388
1.0456,0.86521,0.50141,0.43382
1.0457,0.86527,0.50131,0.43377
1.0458,0.86533,0.50121,0.43371
1.0459,0.86539,0.50111,0.43365
1.046,0.86544,0.50101,0.43359
1.0462,0.8655,0.50091,0.43354
1.0463,0.86556,0.50081,0.43348
1.0464,0.86562,0.50071,0.43342
1.0465,0.86568,0.50061,0.43336
1.0466,0.86573,0.50051,0.4333
1.0467,0.86579,0.50041,0.43325
1.0468,0.86585,0.50031,0.43319
1.047,0.86591,0.50021,0.43313
1.0471,0.86596,0.50011,0.43307
1.0472,0.86602,0.50001,0.43302
1.0473,0.86608,0.49991,0.43296
1.0474,0.86614,0.49981,0.4329
1.0475,0.8662,0.4997,0.43284
1.0477,0.86625,0.4996,0.43278
1.0478,0.86631,0.4995,0.43273
1.0479,0.86637,0.4994,0.43267
1.048,0.86643,0.4993,0.43261
1.0481,0.86648,0.4992,0.43255
1.0482,0.86654,0.4991,0.43249
1.0483,0.8666,0.499,0.43244
1.0485,0.86666,0.4989,0.43238
1.0486,0.86672,0.4988,0.43232
1.0487,0.86677,0.4987,0.43226
1.0488,0.86683,0.4986,0.4322
1.0489,0.86689,0.4985,0.43215
1.049,0.86695,0.4984,0.43209
1.0492,0.867,0.4983,0.43203
1.0493,0.86706,0.4982,0.43197
1.0494,0.86712,0.4981,0.43191
1.0495,0.86718,0.498,0.43185
1.0496,0.86723,0.4979,0.4318
1.0497,0.86729,0.4978,0.43174
1.0499,0.86735,0.4977,0.43168
1.05,0.86741,0.4976,0.43162
1.0501,0.86746,0.4975,0.43156
1.0502,0.86752,0.4974,0.4315
1.0503,0.86758,0.4973,0.43145
1.0504,0.86764,0.4972,0.43139
1.0505,0.86769,0.4971,0.43133
1.0507,0.86775,0.497,0.43127
1.0508,0.86781,0.4969,0.43121
1.0509,0.86787,0.4968,0.43115
1.051,0.86792,0.4967,0.43109
1.0511,0.86798,0.4966,0.43104
1.0512,0.86804,0.4965,0.43098
1.0514,0.8681,0.4964,0.43092
1.0515,0.86815,0.49629,0.43086
1.0516,0.86821,0.49619,0.4308
1.0517,0.86827,0.49609,0.43074
1.0518,0.86833,0.49599,0.43068
1.0519,0.86838,0.49589,0.43063
1.052,0.86844,0.49579,0.43057
1.0522,0.8685,0.49569,0.43051
1.0523,0.86856,0.49559,0.43045
1.0524,0.86861,0.49549,0.43039
1.0525,0.86867,0.49539,0.43033
1.0526,0.86873,0.49529,0.43027
1.0527,0.86878,0.49519,0.43021
1.0529,0.86884,0.49509,0.43015
1.053,0.8689,0.49499,0.4301
1.0531,0.86896,0.49489,0.43004
1.0532,0.86901,0.49479,0.42998
1.0533,0.86907,0.49469,0.42992
1.0534,0.86913,0.49459,0.42986
1.0536,0.86919,0.49449,0.4298
1.0537,0.86924,0.49439,0.42974
1.0538,0.8693,0.49429,0.42968
1.0539,0.86936,0.49418,0.42962
1.054,0.86941,0.49408,0.42956
1.0541,0.86947,0.49398,0.4295
1.0542,0.86953,0.49388,0.42945
1.0544,0.86959,0.49378,0.42939
1.0545,0.86964,0.49368,0.42933
1.0546,0.8697,0.49358,0.42927
1.0547,0.86976,0.49348,0.42921
1.0548,0.86981,0.49338,0.42915
1.0549,0.86987,0.49328,0.42909
1.0551,0.86993,0.49318,0.42903
1.0552,0.86999,0.49308,0.42897
1.0553,0.87004,0.49298,0.42891
1.0554,0.8701,0.49288,0.42885
1.0555,0.87016,0.49278,0.42879
1.0556,0.87021,0.49268,0.42873
1.0558,0.87027,0.49257,0.42867
1.0559,0.87033,0.49247,0.42861
1.056,0.87038,0.49237,0.42855
1.0561,0.87044,0.49227,0.42849
1.0562,0.8705,0.49217,0.42843
1.0563,0.87055,0.49207,0.42838
1.0564,0.87061,0.49197,0.42832
1.0566,0.87067,0.49187,0.42826
1.0567,0.87073,0.49177,0.4282
1.0568,0.87078,0.49167,0.42814
1.0569,0.87084,0.49157,0.42808
1.057,0.8709,0.49147,0.42802
1.0571,0.87095,0.49137,0.42796
1.0573,0.87101,0.49127,0.4279
1.0574,0.87107,0.49116,0.42784
1.0575,0.87112,0.49106,0.42778
1.0576,0.87118,0.49096,0.42772
1.0577,0.87124,0.49086,0.42766
1.0578,0.87129,0.49076,0.4276
1.0579,0.87135,0.49066,0.42754
1.0581,0.87141,0.49056,0.42748
1.0582,0.87146,0.49046,0.42742
1.0583,0.87152,0.49036,0.42736
1.0584,0.87158,0.49026,0.4273
1.0585,0.87163,0.49016,0.42724
1.0586,0.87169,0.49006,0.42718
1.0588,0.87175,0.48996,0.42712
1.0589,0.8718,0.48985,0.42706
1.059,0.87186,0.48975,0.427
1.0591,0.87192,0.48965,0.42694
1.0592,0.87197,0.48955,0.42688
1.0593,0.87203,0.48945,0.42682
1.0595,0.87209,0.48935,0.42676
1.0596,0.87214,0.48925,0.4267
1.0597,0.8722,0.48915,0.42664
1.0598,0.87226,0.48905,0.42658
1.0599,0.87231,0.48895,0.42651
1.06,0.87237,0.48885,0.42645
1.0601,0.87243,0.48874,0.42639
1.0603,0.87248,0.48864,0.42633
1.0604,0.87254,0.48854,0.42627
1.0605,0.8726,0.48844,0.42621
1.0606,0.87265,0.48834,0.42615
1.0607,0.87271,0.48824,0.42609
1.0608,0.87277,0.48814,0.42603
1.061,0.87282,0.48804,0.42597
1.0611,0.87288,0.48794,0.42591
1.0612,0.87294,0.48784,0.42585
1.0613,0.87299,0.48774,0.42579
1.0614,0.87305,0.48763,0.42573
1.0615,0.8731,0.48753,0.42567
1.0616,0.87316,0.48743,0.42561
1.0618,0.87322,0.48733,0.42555
1.0619,0.87327,0.48723,0.42549
1.062,0.87333,0.48713,0.42542
1.0621,0.87339,0.48703,0.42536
1.0622,0.87344,0.48693,0.4253
1.0623,0.8735,0.48683,0.42524
1.0625,0.87355,0.48673,0.42518
1.0626,0.87361,0.48662,0.42512
1.0627,0.87367,0.48652,0.42506
1.0628,0.87372,0.48642,0.425
1.0629,0.87378,0.48632,0.42494
1.063,0.87384,0.48622,0.42488
1.0632,0.87389,0.48612,0.42482
1.0633,0.87395,0.48602,0.42475
1.0634,0.874,0.48592,0.42469
1.0635,0.87406,0.48582,0.42463
1.0636,0.87412,0.48571,0.42457
1.0637,0.87417,0.48561,0.42451
1.0638,0.87423,0.48551,0.42445
1.064,0.87429,0.48541,0.42439
1.0641,0.87434,0.48531,0.42433
1.0642,0.8744,0.48521,0.42427
1.0643,0.87445,0.48511,0.4242
1.0644,0.87451,0.48501,0.42414
1.0645,0.87457,0.48491,0.42408
1.0647,0.87462,0.4848,0.42402
1.0648,0.87468,0.4847,0.42396
1.0649,0.87473,0.4846,0.4239
1.065,0.87479,0.4845,0.42384
1.0651,0.87485,0.4844,0.42378
1.0652,0.8749,0.4843,0.42371
1.0654,0.87496,0.4842,0.42365
1.0655,0.87501,0.4841,0.42359
1.0656,0.87507,0.484,0.42353
1.0657,0.87513,0.48389,0.42347
1.0658,0.87518,0.48379,0.42341
1.0659,0.87524,0.48369,0.42335
1.066,0.87529,0.48359,0.42328
1.0662,0.87535,0.48349,0.42322
1.0663,0.87541,0.48339,0.42316
1.0664,0.87546,0.48329,0.4231
1.0665,0.87552,0.48319,0.42304
1.0666,0.87557,0.48308,0.42298
1.0667,0.87563,0.48298,0.42291
1.0669,0.87569,0.48288,0.42285
1.067,0.87574,0.48278,0.42279
1.0671,0.8758,0.48268,0.42273
1.0672,0.87585,0.48258,0.42267
1.0673,0.87591,0.48248,0.42261
1.0674,0.87596,0.48237,0.42254
1.0675,0.87602,0.48227,0.42248
1.0677,0.87608,0.48217,0.42242
1.0678,0.87613,0.48207,0.42236
1.0679,0.87619,0.48197,0.4223
1.068,0.87624,0.48187,0.42223
1.0681,0.8763,0.48177,0.42217
1.0682,0.87636,0.48167,0.42211
1.0684,0.87641,0.48156,0.42205
1.0685,0.87647,0.48146,0.42199
1.0686,0.87652,0.48136,0.42192
1.0687,0.87658,0.48126,0.42186
1.0688,0.87663,0.48116,0.4218
1.0689,0.87669,0.48106,0.42174
1.0691,0.87674,0.48096,0.42168
1.0692,0.8768,0.48085,0.42161
1.0693,0.87686,0.48075,0.42155
1.0694,0.87691,0.48065,0.42149
1.0695,0.87697,0.48055,0.42143
1.0696,0.87702,0.48045,0.42136
1.0697,0.87708,0.48035,0.4213
1.0699,0.87713,0.48025,0.42124
1.07,0.87719,0.48014,0.42118
1.0701,0.87725,0.48004,0.42112
1.0702,0.8773,0.47994,0.42105
1.0703,0.87736,0.47984,0.42099
1.0704,0.87741,0.47974,0.42093
1.0706,0.87747,0.47964,0.42087
1.0707,0.87752,0.47954,0.4208
1.0708,0.87758,0.47943,0.42074
1.0709,0.87763,0.47933,0.42068
1.071,0.87769,0.47923,0.42062
1.0711,0.87774,0.47913,0.42055
1.0712,0.8778,0.47903,0.42049
1.0714,0.87786,0.47893,0.42043
1.0715,0.87791,0.47882,0.42037
1.0716,0.87797,0.47872,0.4203
1.0717,0.87802,0.47862,0.42024
1.0718,0.87808,0.47852,0.42018
1.0719,0.87813,0.47842,0.42011
1.0721,0.87819,0.47832,0.42005
1.0722,0.87824,0.47822,0.41999
1.0723,0.8783,0.47811,0.41993
1.0724,0.87835,0.47801,0.41986
1.0725,0.87841,0.47791,0.4198
1.0726,0.87846,0.47781,0.41974
1.0728,0.87852,0.47771,0.41967
1.0729,0.87857,0.47761,0.41961
1.073,0.87863,0.4775,0.41955
1.0731,0.87868,0.4774,0.41949
1.0732,0.87874,0.4773,0.41942
1.0733,0.8788,0.4772,0.41936
1.0734,0.87885,0.4771,0.4193
1.0736,0.87891,0.477,0.41923
1.0737,0.87896,0.47689,0.41917
1.0738,0.87902,0.47679,0.41911
1.0739,0.87907,0.47669,0.41905
1.074,0.87913,0.47659,0.41898
1.0741,0.87918,0.47649,0.41892
1.0743,0.87924,0.47639,0.41886
1.0744,0.87929,0.47628,0.41879
1.0745,0.87935,0.47618,0.41873
1.0746,0.8794,0.47608,0.41867
1.0747,0.87946,0.47598,0.4186
1.0748,0.87951,0.47588,0.41854
1.075,0.87957,0.47578,0.41848
1.0751,0.87962,0.47567,0.41841
1.0752,0.87968,0.47557,0.41835
1.0753,0.87973,0.47547,0.41829
1.0754,0.87979,0.47537,0.41822
1.0755,0.87984,0.47527,0.41816
1.0756,0.8799,0.47516,0.4181
1.0758,0.87995,0.47506,0.41803
1.0759,0.88001,0.47496,0.41797
1.076,0.88006,0.47486,0.41791
1.0761,0.88012,0.47476,0.41784
1.0762,0.88017,0.47466,0.41778
1.0763,0.88023,0.47455,0.41772
1.0765,0.88028,0.47445,0.41765
1.0766,0.88034,0.47435,0.41759
1.0767,0.88039,0.47425,0.41752
1.0768,0.88045,0.47415,0.41746
1.0769,0.8805,0.47405,0.4174
1.077,0.88056,0.47394,0.41733
1.0771,0.88061,0.47384,0.41727
1.0773,0.88067,0.47374,0.41721
1.0774,0.88072,0.47364,0.41714
1.0775,0.88077,0.47354,0.41708
1.0776,0.88083,0.47343,0.41701
1.0777,0.88088,0.47333,0.41695
1.0778,0.88094,0.47323,0.41689
1.078,0.88099,0.47313,0.41682
1.0781,0.88105,0.47303,0.41676
1.0782,0.8811,0.47292,0.4167
1.0783,0.88116,0.47282,0.41663
1.0784,0.88121,0.47272,0.41657
1.0785,0.88127,0.47262,0.4165
1.0787,0.88132,0.47252,0.41644
1.0788,0.88138,0.47241,0.41638
1.0789,0.88143,0.47231,0.41631
1.079,0.88149,0.47221,0.41625
1.0791,0.88154,0.47211,0.41618
1.0792,0.88159,0.47201,0.41612
1.0793,0.88165,0.4719,0.41605
1.0795,0.8817,0.4718,0.41599
1.0796,0.88176,0.4717,0.41593
1.0797,0.88181,0.4716,0.41586
1.0798,0.88187,0.4715,0.4158
1.0799,0.88192,0.4714,0.41573
1.08,0.88198,0.47129,0.41567
1.0802,0.88203,0.47119,0.41561
1.0803,0.88209,0.47109,0.41554
1.0804,0.88214,0.47099,0.41548
1.0805,0.88219,0.47088,0.41541
1.0806,0.88225,0.47078,0.41535
1.0807,0.8823,0.47068,0.41528
